Price,District,City,Town,Type,EnergyCertificate,GrossArea,TotalArea,Parking,HasParking,Floor,ConstructionYear,EnergyEfficiencyLevel,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
290000.0,Porto,Maia,Moreira,House,F,,589.0,2.0,True,,1938.0,,,,False,,3.0,,,,138.0,,,1.0
699000.0,Porto,Póvoa de Varzim,"Póvoa de Varzim, Beiriz e Argivai",House,C,477.0,293.0,3.0,True,,2007.0,,,,False,,3.0,,,,293.0,,,5.0
250000.0,Porto,Penafiel,Penafiel,House,B-,,2834.0,2.0,True,,2016.0,,,,False,,4.0,,,,179.0,,,2.0
520000.0,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",House,B,,318.0,3.0,True,,2023.0,,,,False,,3.0,,,,582.0,,,3.0
320000.0,Porto,Penafiel,Rio de Moinhos,House,A,,244.0,2.0,True,,2022.0,,,,False,,3.0,,,,193.0,,,4.0
160000.0,Porto,Gondomar,Rio Tinto,House,G,222.0,720.0,0.0,False,,1937.0,,,,False,,4.0,,,,200.0,,,4.0
335000.0,Porto,Valongo,Alfena,House,C,293.0,310.0,2.0,True,,2003.0,,,,False,,4.0,,,,248.0,,,5.0
69900.0,Porto,Baião,Gestaçô,House,F,147.0,6514.0,3.0,True,,1978.0,,,,False,,2.0,,,,63.0,,,1.0
132700.0,Porto,Felgueiras,Sendim,House,E,,121.0,1.0,True,,1988.0,,,,False,,3.0,,,,121.0,,,2.0
242000.0,Porto,Póvoa de Varzim,Balazar,House,,,1000.0,2.0,True,,1980.0,,,,False,,4.0,,,,184.0,,,0.0
249000.0,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",House,F,,993.0,2.0,True,,1992.0,,,,False,,3.0,,,,160.0,,,2.0
129000.0,Porto,Marco de Canaveses,Sande e São Lourenço,House,F,160.0,130.0,0.0,False,,1964.0,,,,False,,3.0,,,,60.0,,,1.0
525000.0,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",House,B,,379.0,3.0,True,Ground Floor,2023.0,,,,False,,4.0,,,,501.0,,,3.0
515000.0,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",House,B,,318.0,3.0,True,Ground Floor,2023.0,,,,False,,3.0,,,,516.0,,,3.0
515000.0,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",House,B,,318.0,3.0,True,Ground Floor,2023.0,,,,False,,3.0,,,,516.0,,,3.0
535000.0,Porto,Felgueiras,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",House,B,,415.0,3.0,True,Ground Floor,2023.0,,,,False,,4.0,,,,508.0,,,4.0
350000.0,Porto,Vila Nova de Gaia,Grijó e Sermonde,House,,,252.0,1.0,True,,,,,,False,,3.0,,,,252.0,,,0.0
350000.0,Porto,Vila Nova de Gaia,Grijó e Sermonde,House,,,168.0,1.0,True,,,,,,False,,3.0,,,,168.0,,,0.0
350000.0,Porto,Vila Nova de Gaia,Grijó e Sermonde,House,,,209.0,1.0,True,,,,,,False,,3.0,,,,209.0,,,0.0
89500.0,Porto,Trofa,Alvarelhos e Guidões,House,F,85.0,1135.0,2.0,True,,1937.0,,,,False,,3.0,,,,162.0,,,1.0
175000.0,Porto,Gondomar,Rio Tinto,House,F,,334.0,0.0,False,,1951.0,,,,False,,3.0,,,,154.0,,,0.0
400000.0,Porto,Felgueiras,Airães,House,C,,1550.0,1.0,True,,2013.0,,,,False,,3.0,,,,374.0,,,2.0
